"R0000100","R0009600","R0173600","R0214700","R0214800"
4550,29,1,3,1
4551,3,5,3,2
4552,9,1,3,1
4553,3,5,3,2
4554,25,5,3,2
4555,25,1,3,1
4556,5,1,3,1
4557,3,6,3,2
4558,9,2,3,1
4559,3,1,3,1
4560,3,5,3,2
4561,3,5,3,2
4562,6,5,3,2
4563,6,1,3,1
4564,1,7,2,2
4565,3,5,3,2
4566,29,1,3,1
4567,3,5,3,2
4568,3,1,3,1
4569,3,2,3,1
4570,3,6,3,2
4571,3,5,3,2
4572,5,1,3,1
4573,6,5,3,2
4574,5,1,3,1
4575,3,1,3,1
4576,5,5,3,2
4577,3,1,3,1
4578,5,5,3,2
4579,5,1,3,1
4580,3,6,3,2
4581,9,6,3,2
4582,3,6,3,2
4583,9,2,3,1
4584,6,5,3,2
4585,3,5,3,2
4586,3,1,3,1
4587,6,5,3,2
4588,6,5,3,2
4589,3,5,3,2
4590,3,5,3,2
4591,3,1,3,1
4592,3,5,3,2
4593,5,5,3,2
4594,3,5,3,2
4595,5,1,3,1
4596,11,2,3,1
4597,11,2,3,1
4598,3,5,3,2
4599,12,5,3,2
4600,3,5,3,2
4601,3,1,3,1
4602,3,5,3,2
4603,3,1,3,1
4604,6,5,3,2
4605,3,1,3,1
4606,11,1,3,1
4607,3,1,3,1
4608,12,1,3,1
4609,11,1,3,1
4610,3,1,3,1
4611,10,1,3,1
4612,3,1,3,1
4613,3,5,3,2
4614,5,5,3,2
4615,5,1,3,1
4616,3,5,3,2
4617,5,1,3,1
4618,3,5,3,2
4619,3,2,3,1
4620,3,2,3,1
4621,3,1,3,1
4622,3,5,3,2
4623,29,1,3,1
4624,3,5,3,2
4625,3,5,3,2
4626,3,5,3,2
4627,8,5,3,2
4628,6,5,3,2
4629,5,1,3,1
4630,5,1,3,1
4631,3,5,3,2
4632,3,5,3,2
4633,6,1,3,1
4634,3,1,3,1
4635,6,1,3,1
4636,24,1,3,1
4637,3,5,3,2
4638,6,5,3,2
4639,9,1,3,1
4640,5,1,3,1
4641,9,5,3,2
4642,3,1,3,1
4643,3,1,3,1
4644,3,5,3,2
4645,3,8,1,2
4646,9,1,3,1
4647,3,1,3,1
4648,6,1,3,1
4649,11,5,3,2
4650,6,5,3,2
4651,5,5,3,2
4652,6,1,3,1
4653,11,6,3,2
4654,11,2,3,1
4655,6,6,3,2
4656,12,1,3,1
4657,6,6,3,2
4658,6,6,3,2
4659,11,5,3,2
4660,11,5,3,2
4661,11,1,3,1
4662,11,5,3,2
4663,3,5,3,2
4664,3,5,3,2
4665,6,5,3,2
4666,6,1,3,1
4667,6,1,3,1
4668,6,1,3,1
4669,12,1,3,1
4670,3,5,3,2
4671,6,1,3,1
4672,6,5,3,2
4673,5,1,3,1
4674,5,5,3,2
4675,22,5,3,2
4676,22,1,3,1
4677,5,1,3,1
4678,6,5,3,2
4679,6,5,3,2
4680,11,1,3,1
4681,3,1,3,1
4682,11,6,3,2
4683,5,5,3,2
4684,6,5,3,2
4685,23,1,3,1
4686,6,5,3,2
4687,9,1,3,1
4688,3,1,3,1
4689,3,5,3,2
4690,6,5,3,2
4691,6,5,3,2
4692,6,5,3,2
4693,28,1,3,1
4694,29,5,3,2
4695,1,3,2,1
4696,28,5,3,2
4697,6,1,3,1
4698,6,1,3,1
4699,6,1,3,1
4700,28,5,3,2
4701,11,1,3,1
4702,11,1,3,1
4703,12,5,3,2
4704,12,1,3,1
4705,5,5,3,2
4706,12,5,3,2
4707,12,1,3,1
4708,3,5,3,2
4709,1,3,2,1
4710,1,3,2,1
4711,1,7,2,2
4712,1,3,2,1
4713,3,5,3,2
4714,6,5,3,2
4715,11,1,3,1
4716,3,1,3,1
4717,3,5,3,2
4718,11,1,3,1
4719,11,1,3,1
4720,3,1,3,1
4721,3,1,3,1
4722,29,1,3,1
4723,6,5,3,2
4724,3,6,3,2
4725,6,1,3,1
4726,6,5,3,2
4727,3,5,3,2
4728,3,5,3,2
4729,3,1,3,1
4730,3,6,3,2
4731,3,1,3,1
4732,3,1,3,1
4733,3,5,3,2
4734,29,5,3,2
4735,3,5,3,2
4736,29,1,3,1
4737,3,1,3,1
4738,6,1,3,1
4739,25,5,3,2
4740,3,1,3,1
4741,3,5,3,2
4742,3,5,3,2
4743,3,1,3,1
4744,3,5,3,2
4745,3,5,3,2
4746,6,5,3,2
4747,6,1,3,1
4748,6,5,3,2
4749,6,5,3,2
4750,3,1,3,1
4751,6,1,3,1
4752,3,1,3,1
4753,6,5,3,2
4754,3,5,3,2
4755,5,1,3,1
4756,6,1,3,1
4757,6,5,3,2
4758,3,5,3,2
4759,6,1,3,1
4760,3,1,3,1
4761,11,5,3,2
4762,6,5,3,2
4763,5,5,3,2
4764,9,1,3,1
4765,3,1,3,1
4766,11,5,3,2
4767,3,1,3,1
4768,6,5,3,2
4769,6,5,3,2
4770,3,1,3,1
4771,11,1,3,1
4772,3,5,3,2
4773,6,1,3,1
4774,6,5,3,2
4775,6,1,3,1
4776,3,2,3,1
4777,3,5,3,2
4778,6,5,3,2
4779,-2,1,3,1
4780,5,5,3,2
4781,5,1,3,1
4782,6,5,3,2
4783,6,5,3,2
4784,6,5,3,2
4785,6,5,3,2
4786,6,1,3,1
4787,6,6,3,2
4788,5,1,3,1
4789,5,1,3,1
4790,5,5,3,2
4791,6,1,3,1
4792,5,5,3,2
4793,3,1,3,1
4794,5,1,3,1
4795,6,5,3,2
4796,6,5,3,2
4797,5,5,3,2
4798,5,5,3,2
4799,3,1,3,1
4800,5,1,3,1
4801,5,5,3,2
4802,6,5,3,2
4803,6,5,3,2
4804,6,5,3,2
4805,6,1,3,1
4806,6,1,3,1
4807,5,5,3,2
4808,5,1,3,1
4809,5,5,3,2
4810,28,5,3,2
4811,3,1,3,1
4812,6,5,3,2
4813,11,1,3,1
4814,3,1,3,1
4815,6,5,3,2
4816,6,1,3,1
4817,6,5,3,2
4818,6,1,3,1
4819,4,5,3,2
4820,4,5,3,2
4821,4,5,3,2
4822,6,5,3,2
4823,5,1,3,1
4824,5,5,3,2
4825,6,1,3,1
4826,6,5,3,2
4827,6,1,3,1
4828,3,1,3,1
4829,3,1,3,1
4830,3,1,3,1
4831,6,1,3,1
4832,28,2,3,1
4833,28,6,3,2
4834,6,1,3,1
4835,12,1,3,1
4836,11,2,3,1
4837,28,6,3,2
4838,5,5,3,2
4839,6,5,3,2
4840,28,1,3,1
4841,29,5,3,2
4842,5,5,3,2
4843,22,1,3,1
4844,28,5,3,2
4845,5,1,3,1
4846,11,1,3,1
4847,9,1,3,1
4848,28,5,3,2
4849,28,5,3,2
4850,28,1,3,1
4851,28,1,3,1
4852,28,5,3,2
4853,28,5,3,2
4854,9,1,3,1
4855,9,1,3,1
4856,5,1,3,1
4857,28,1,3,1
4858,3,1,3,1
4859,28,1,3,1
4860,3,1,3,1
4861,3,1,3,1
4862,3,1,3,1
4863,5,5,3,2
4864,6,5,3,2
4865,6,5,3,2
4866,28,1,3,1
4867,28,5,3,2
4868,5,1,3,1
4869,5,5,3,2
4870,5,5,3,2
4871,3,5,3,2
4872,3,5,3,2
4873,12,5,3,2
4874,3,5,3,2
4875,3,1,3,1
4876,11,5,3,2
4877,28,1,3,1
4878,28,5,3,2
4879,6,1,3,1
4880,3,5,3,2
4881,6,1,3,1
4882,5,5,3,2
4883,12,1,3,1
4884,22,1,3,1
4885,6,5,3,2
4886,6,5,3,2
4887,3,5,3,2
4888,3,1,3,1
4889,29,1,3,1
4890,28,5,3,2
4891,22,1,3,1
4892,5,1,3,1
4893,5,5,3,2
4894,28,2,3,1
4895,22,1,3,1
4896,6,1,3,1
4897,6,1,3,1
4898,6,1,3,1
4899,6,5,3,2
4900,11,1,3,1
4901,0,1,3,1
4902,28,1,3,1
4903,6,1,3,1
4904,9,1,3,1
4905,9,2,3,1
4906,3,6,3,2
4907,9,1,3,1
4908,9,1,3,1
4909,3,5,3,2
4910,3,5,3,2
4911,3,1,3,1
4912,6,1,3,1
4913,6,1,3,1
4914,3,2,3,1
4915,-2,2,3,1
4916,-2,6,3,2
4917,-2,1,3,1
4918,-2,1,3,1
4919,29,5,3,2
4920,3,5,3,2
4921,11,1,3,1
4922,3,5,3,2
4923,3,2,3,1
4924,11,5,3,2
4925,11,5,3,2
4926,6,1,3,1
4927,6,5,3,2
4928,6,5,3,2
4929,9,5,3,2
4930,6,5,3,2
4931,3,5,3,2
4932,6,2,3,1
4933,6,5,3,2
4934,29,5,3,2
4935,-2,2,3,1
4936,-2,2,3,1
4937,29,2,3,1
4938,3,5,3,2
4939,6,1,3,1
4940,-2,2,3,1
4941,10,2,3,1
4942,29,2,3,1
4943,6,5,3,2
4944,12,1,3,1
4945,3,1,3,1
4946,18,4,1,1
4947,18,8,1,2
4948,3,5,3,2
4949,18,4,1,1
4950,18,8,1,2
4951,28,5,3,2
4952,6,5,3,2
4953,3,5,3,2
4954,28,5,3,2
4955,6,5,3,2
4956,28,5,3,2
4957,6,5,3,2
4958,3,5,3,2
4959,6,5,3,2
4960,6,1,3,1
4961,3,1,3,1
4962,3,5,3,2
4963,9,1,3,1
4964,9,1,3,1
4965,9,1,3,1
4966,6,5,3,2
4967,6,5,3,2
4968,6,5,3,2
4969,17,4,1,1
4970,18,8,1,2
4971,18,8,1,2
4972,9,5,3,2
4973,9,5,3,2
4974,3,5,3,2
4975,3,5,3,2
4976,11,5,3,2
4977,11,1,3,1
4978,5,5,3,2
4979,18,4,1,1
4980,18,8,1,2
4981,18,8,1,2
4982,11,1,3,1
4983,3,1,3,1
4984,28,5,3,2
4985,-2,1,3,1
4986,12,1,3,1
4987,5,5,3,2
4988,25,5,3,2
4989,6,5,3,2
4990,25,5,3,2
4991,18,8,1,2
4992,6,5,3,2
4993,6,5,3,2
4994,28,5,3,2
4995,28,5,3,2
4996,5,2,3,1
4997,21,5,3,2
4998,28,1,3,1
4999,3,5,3,2
5000,3,1,3,1
5001,3,5,3,2
5002,-3,5,3,2
5003,3,5,3,2
5004,11,1,3,1
5005,3,1,3,1
5006,3,1,3,1
5007,6,1,3,1
5008,3,5,3,2
5009,22,5,3,2
5010,22,1,3,1
5011,25,1,3,1
5012,6,1,3,1
5013,5,4,1,1
5014,3,5,3,2
5015,6,5,3,2
5016,28,5,3,2
5017,29,1,3,1
5018,3,1,3,1
5019,3,5,3,2
5020,29,1,3,1
5021,3,1,3,1
5022,3,1,3,1
5023,6,5,3,2
5024,6,1,3,1
5025,3,5,3,2
5026,18,8,1,2
5027,3,1,3,1
5028,6,5,3,2
5029,6,1,3,1
5030,3,1,3,1
5031,28,1,3,1
5032,6,5,3,2
5033,6,1,3,1
5034,29,1,3,1
5035,29,5,3,2
5036,3,1,3,1
5037,28,5,3,2
5038,6,5,3,2
5039,11,1,3,1
5040,11,1,3,1
5041,18,8,1,2
5042,1,7,2,2
5043,1,7,2,2
5044,3,5,3,2
5045,18,8,1,2
5046,20,4,1,1
5047,18,5,3,2
5048,6,1,3,1
5049,6,5,3,2
5050,6,5,3,2
5051,3,1,3,1
5052,-3,5,3,2
5053,3,5,3,2
5054,22,2,3,1
5055,3,6,3,2
5056,9,1,3,1
5057,29,5,3,2
5058,29,1,3,1
5059,1,7,2,2
5060,29,5,3,2
5061,9,5,3,2
5062,11,5,3,2
5063,-3,5,3,2
5064,9,5,3,2
5065,-2,5,3,2
5066,-2,5,3,2
5067,-2,1,3,1
5068,-2,1,3,1
5069,6,5,3,2
5070,1,3,2,1
5071,1,7,2,2
5072,1,3,2,1
5073,6,3,2,1
5074,1,7,2,2
5075,1,3,2,1
5076,1,7,2,2
5077,1,7,2,2
5078,1,3,2,1
5079,1,3,2,1
5080,1,3,2,1
5081,1,7,2,2
5082,-2,1,3,1
5083,1,3,2,1
5084,1,7,2,2
5085,1,7,2,2
5086,1,3,2,1
5087,1,3,2,1
5088,1,7,2,2
5089,-3,7,2,2
5090,1,7,2,2
5091,3,5,3,2
5092,29,1,3,1
5093,29,1,3,1
5094,25,1,3,1
5095,-3,1,3,1
5096,6,5,3,2
5097,29,1,3,1
5098,29,5,3,2
5099,3,5,3,2
5100,11,5,3,2
5101,3,5,3,2
5102,3,1,3,1
5103,9,5,3,2
5104,9,5,3,2
5105,29,5,3,2
5106,29,1,3,1
5107,29,5,3,2
5108,11,5,3,2
5109,9,1,3,1
5110,9,5,3,2
5111,29,5,3,2
5112,6,1,3,1
5113,29,5,3,2
5114,29,5,3,2
5115,6,5,3,2
5116,29,1,3,1
5117,9,5,3,2
5118,1,3,2,1
5119,1,7,2,2
5120,3,6,3,2
5121,5,5,3,2
5122,9,1,3,1
5123,6,5,3,2
5124,3,5,3,2
5125,29,5,3,2
5126,6,1,3,1
5127,3,5,3,2
5128,3,5,3,2
5129,29,1,3,1
5130,3,1,3,1
5131,3,5,3,2
5132,5,1,3,1
5133,6,1,3,1
5134,6,5,3,2
5135,6,5,3,2
5136,6,1,3,1
5137,3,1,3,1
5138,6,5,3,2
5139,13,1,3,1
5140,13,5,3,2
5141,12,4,1,1
5142,12,8,1,2
5143,6,8,1,2
5144,11,1,3,1
5145,3,1,3,1
5146,3,1,3,1
5147,18,4,1,1
5148,11,5,3,2
5149,6,1,3,1
5150,6,5,3,2
5151,3,5,3,2
5152,6,5,3,2
5153,6,6,3,2
5154,3,5,3,2
5155,3,5,3,2
5156,9,1,3,1
5157,3,5,3,2
5158,3,1,3,1
5159,3,5,3,2
5160,29,1,3,1
5161,6,1,3,1
5162,11,5,3,2
5163,12,5,3,2
5164,3,5,3,2
5165,29,1,3,1
5166,3,1,3,1
5167,9,1,3,1
5168,3,1,3,1
5169,3,5,3,2
5170,29,1,3,1
5171,9,8,1,2
5172,3,1,3,1
5173,3,5,3,2
5174,3,1,3,1
5175,6,1,3,1
5176,3,6,3,2
5177,25,2,3,1
5178,3,1,3,1
5179,3,5,3,2
5180,3,5,3,2
5181,3,1,3,1
5182,3,1,3,1
5183,3,5,3,2
5184,3,1,3,1
5185,3,1,3,1
5186,6,1,3,1
5187,29,1,3,1
5188,3,5,3,2
5189,6,5,3,2
5190,29,5,3,2
5191,3,5,3,2
5192,29,1,3,1
5193,3,5,3,2
5194,3,1,3,1
5195,3,5,3,2
5196,3,5,3,2
5197,11,2,3,1
5198,3,8,1,2
5199,6,5,3,2
5200,25,5,3,2
5201,3,5,3,2
5202,21,8,1,2
5203,18,4,1,1
5204,6,1,3,1
5205,6,1,3,1
5206,3,1,3,1
5207,11,1,3,1
5208,3,5,3,2
5209,3,5,3,2
5210,12,1,3,1
5211,6,1,3,1
5212,11,5,3,2
5213,5,1,3,1
5214,3,5,3,2
5215,5,1,3,1
5216,9,5,3,2
5217,18,4,1,1
5218,18,4,1,1
5219,29,5,3,2
5220,29,1,3,1
5221,17,4,1,1
5222,17,4,1,1
5223,29,1,3,1
5224,27,5,3,2
5225,27,5,3,2
5226,3,1,3,1
5227,11,1,3,1
5228,11,5,3,2
5229,11,1,3,1
5230,28,1,3,1
5231,29,6,3,2
5232,3,6,3,2
5233,3,5,3,2
5234,14,5,3,2
5235,29,1,3,1
5236,3,5,3,2
5237,11,1,3,1
5238,10,1,3,1
5239,28,5,3,2
5240,28,5,3,2
5241,28,5,3,2
5242,17,4,1,1
5243,18,4,1,1
5244,18,4,1,1
5245,18,4,1,1
5246,18,8,1,2
5247,6,5,3,2
5248,29,1,3,1
5249,29,1,3,1
5250,29,1,3,1
5251,6,1,3,1
5252,6,1,3,1
5253,28,5,3,2
5254,6,1,3,1
5255,29,5,3,2
5256,9,5,3,2
5257,9,1,3,1
5258,9,5,3,2
5259,3,5,3,2
5260,11,1,3,1
5261,16,8,1,2
5262,11,5,3,2
5263,12,2,3,1
5264,10,6,3,2
5265,10,6,3,2
5266,3,1,3,1
5267,29,1,3,1
5268,6,6,3,2
5269,9,1,3,1
5270,3,1,3,1
5271,3,5,3,2
5272,3,5,3,2
5273,9,5,3,2
5274,28,2,3,1
5275,11,6,3,2
5276,3,6,3,2
5277,5,6,3,2
5278,29,2,3,1
5279,29,2,3,1
5280,3,6,3,2
5281,6,2,3,1
5282,28,5,3,2
5283,3,5,3,2
5284,5,1,3,1
5285,29,5,3,2
5286,29,5,3,2
5287,3,5,3,2
5288,6,5,3,2
5289,6,5,3,2
5290,6,5,3,2
5291,6,1,3,1
5292,3,5,3,2
5293,3,5,3,2
5294,6,5,3,2
5295,3,5,3,2
5296,6,1,3,1
5297,6,1,3,1
5298,6,5,3,2
5299,3,5,3,2
5300,3,1,3,1
5301,3,5,3,2
5302,11,5,3,2
5303,6,1,3,1
5304,5,1,3,1
5305,3,5,3,2
5306,3,1,3,1
5307,28,2,3,1
5308,3,6,3,2
5309,5,5,3,2
5310,3,5,3,2
5311,5,5,3,2
5312,11,1,3,1
5313,3,1,3,1
5314,5,5,3,2
5315,3,5,3,2
5316,6,1,3,1
5317,3,5,3,2
5318,6,1,3,1
5319,3,1,3,1
5320,3,1,3,1
5321,6,1,3,1
5322,6,1,3,1
5323,5,1,3,1
5324,5,1,3,1
5325,28,5,3,2
5326,28,5,3,2
5327,3,5,3,2
5328,6,5,3,2
5329,6,1,3,1
5330,6,5,3,2
5331,28,5,3,2
5332,28,5,3,2
5333,3,5,3,2
5334,11,1,3,1
5335,3,1,3,1
5336,3,1,3,1
5337,3,1,3,1
5338,3,5,3,2
5339,3,6,3,2
5340,28,5,3,2
5341,28,5,3,2
5342,28,1,3,1
5343,6,1,3,1
5344,6,1,3,1
5345,6,1,3,1
5346,6,1,3,1
5347,3,1,3,1
5348,3,1,3,1
5349,6,5,3,2
5350,29,1,3,1
5351,6,5,3,2
5352,6,1,3,1
5353,6,5,3,2
5354,6,1,3,1
5355,28,5,3,2
5356,28,1,3,1
5357,28,1,3,1
5358,6,2,3,1
5359,6,1,3,1
5360,6,5,3,2
5361,6,1,3,1
5362,28,1,3,1
5363,28,1,3,1
5364,28,1,3,1
5365,28,1,3,1
5366,28,1,3,1
5367,28,1,3,1
5368,28,1,3,1
5369,6,5,3,2
5370,6,5,3,2
5371,3,1,3,1
5372,6,5,3,2
5373,6,5,3,2
5374,6,5,3,2
5375,11,2,3,1
5376,11,5,3,2
5377,6,1,3,1
5378,6,5,3,2
5379,6,1,3,1
5380,6,5,3,2
5381,3,5,3,2
5382,6,1,3,1
5383,6,1,3,1
5384,6,1,3,1
5385,6,5,3,2
5386,5,5,3,2
5387,6,5,3,2
5388,6,5,3,2
5389,6,5,3,2
5390,6,2,3,1
5391,6,6,3,2
5392,6,1,3,1
5393,6,5,3,2
5394,6,1,3,1
5395,6,1,3,1
5396,6,1,3,1
5397,28,5,3,2
5398,28,1,3,1
5399,6,1,3,1
5400,28,1,3,1
5401,28,1,3,1
5402,6,1,3,1
5403,6,5,3,2
5404,6,5,3,2
5405,6,1,3,1
5406,6,6,3,2
5407,3,1,3,1
5408,6,5,3,2
5409,6,5,3,2
5410,3,1,3,1
5411,6,1,3,1
5412,6,2,3,1
5413,6,2,3,1
5414,6,2,3,1
5415,11,2,3,1
5416,6,2,3,1
5417,6,2,3,1
5418,6,2,3,1
5419,6,1,3,1
5420,6,1,3,1
5421,6,5,3,2
5422,6,5,3,2
5423,6,2,3,1
5424,6,5,3,2
5425,6,5,3,2
5426,3,5,3,2
5427,6,5,3,2
5428,6,5,3,2
5429,6,5,3,2
5430,28,1,3,1
5431,28,1,3,1
5432,28,1,3,1
5433,11,5,3,2
5434,6,6,3,2
5435,6,1,3,1
5436,6,5,3,2
5437,11,1,3,1
5438,6,5,3,2
5439,6,1,3,1
5440,5,1,3,1
5441,6,1,3,1
5442,6,5,3,2
5443,29,2,3,1
5444,29,2,3,1
5445,29,5,3,2
5446,29,1,3,1
5447,29,1,3,1
5448,29,5,3,2
5449,29,1,3,1
5450,29,6,3,2
5451,29,2,3,1
5452,11,5,3,2
5453,29,5,3,2
5454,29,5,3,2
5455,29,5,3,2
5456,29,1,3,1
5457,29,1,3,1
5458,9,5,3,2
5459,9,5,3,2
5460,1,7,2,2
5461,9,2,3,1
5462,9,6,3,2
5463,11,2,3,1
5464,1,7,2,2
5465,1,7,2,2
5466,1,7,2,2
5467,1,7,2,2
5468,29,2,3,1
5469,29,6,3,2
5470,29,2,3,1
5471,29,6,3,2
5472,29,5,3,2
5473,29,5,3,2
5474,3,5,3,2
5475,1,3,2,1
5476,1,7,2,2
5477,29,5,3,2
5478,3,5,3,2
5479,1,7,2,2
5480,1,7,2,2
5481,3,5,3,2
5482,1,7,2,2
5483,1,7,2,2
5484,1,3,2,1
5485,1,7,2,2
5486,6,5,3,2
5487,9,5,3,2
5488,9,5,3,2
5489,6,1,3,1
5490,9,1,3,1
5491,9,1,3,1
5492,9,5,3,2
5493,11,1,3,1
5494,3,1,3,1
5495,6,1,3,1
5496,29,1,3,1
5497,3,1,3,1
5498,3,6,3,2
5499,12,1,3,1
5500,11,1,3,1
5501,9,1,3,1
5502,3,5,3,2
5503,6,1,3,1
5504,6,2,3,1
5505,-2,5,3,2
5506,-2,5,3,2
5507,-2,1,3,1
5508,-2,5,3,2
5509,-3,5,3,2
5510,11,5,3,2
5511,3,5,3,2
5512,9,1,3,1
5513,-2,2,3,1
5514,6,1,3,1
5515,1,7,2,2
5516,1,3,2,1
5517,1,3,2,1
5518,1,7,2,2
5519,-2,1,3,1
5520,-2,2,3,1
5521,6,2,3,1
5522,6,6,3,2
5523,6,5,3,2
5524,-2,5,3,2
5525,-2,1,3,1
5526,-2,5,3,2
5527,29,1,3,1
5528,6,5,3,2
5529,11,1,3,1
5530,3,5,3,2
5531,-2,1,3,1
5532,-2,1,3,1
5533,6,6,3,2
5534,3,1,3,1
5535,9,1,3,1
5536,1,7,2,2
5537,1,7,2,2
5538,1,3,2,1
5539,1,3,2,1
5540,3,1,3,1
5541,3,5,3,2
5542,6,1,3,1
5543,3,1,3,1
5544,11,5,3,2
5545,11,1,3,1
5546,-2,5,3,2
5547,9,6,3,2
5548,9,5,3,2
5549,29,5,3,2
5550,0,5,3,2
5551,3,5,3,2
5552,-2,1,3,1
5553,11,5,3,2
5554,3,1,3,1
5555,11,5,3,2
5556,3,2,3,1
5557,9,5,3,2
5558,-2,1,3,1
5559,-2,5,3,2
5560,3,6,3,2
5561,3,6,3,2
5562,3,1,3,1
5563,9,6,3,2
5564,3,5,3,2
5565,3,5,3,2
5566,0,5,3,2
5567,11,1,3,1
5568,3,5,3,2
5569,3,1,3,1
5570,9,5,3,2
5571,9,5,3,2
5572,9,5,3,2
5573,29,1,3,1
5574,3,5,3,2
5575,3,5,3,2
5576,3,5,3,2
5577,9,5,3,2
5578,0,5,3,2
5579,3,1,3,1
5580,6,1,3,1
5581,5,5,3,2
5582,9,5,3,2
5583,9,5,3,2
5584,3,1,3,1
5585,3,1,3,1
5586,3,1,3,1
5587,3,1,3,1
5588,-2,1,3,1
5589,3,5,3,2
5590,6,1,3,1
5591,3,5,3,2
5592,11,1,3,1
5593,11,5,3,2
5594,6,1,3,1
5595,9,6,3,2
5596,17,6,3,2
5597,27,5,3,2
5598,11,1,3,1
5599,11,2,3,1
5600,9,5,3,2
5601,29,2,3,1
5602,3,2,3,1
5603,11,2,3,1
5604,3,1,3,1
5605,3,5,3,2
5606,1,5,3,2
5607,1,1,3,1
5608,29,2,3,1
5609,0,6,3,2
5610,11,1,3,1
5611,1,3,2,1
5612,1,7,2,2
5613,1,3,2,1
5614,1,7,2,2
5615,1,7,2,2
5616,1,3,2,1
5617,1,3,2,1
5618,1,3,2,1
5619,1,7,2,2
5620,29,5,3,2
5621,29,1,3,1
5622,29,1,3,1
5623,-2,1,3,1
5624,0,5,3,2
5625,3,1,3,1
5626,3,5,3,2
5627,3,5,3,2
5628,29,1,3,1
5629,1,3,2,1
5630,1,3,2,1
5631,1,7,2,2
5632,1,7,2,2
5633,1,3,2,1
5634,1,7,2,2
5635,1,3,2,1
5636,1,3,2,1
5637,1,3,2,1
5638,1,3,2,1
5639,1,3,2,1
5640,1,7,2,2
5641,1,7,2,2
5642,1,3,2,1
5643,1,3,2,1
5644,1,3,2,1
5645,1,7,2,2
5646,1,7,2,2
5647,1,7,2,2
5648,8,5,3,2
5649,3,1,3,1
5650,3,1,3,1
5651,22,1,3,1
5652,29,5,3,2
5653,29,1,3,1
5654,3,5,3,2
5655,0,1,3,1
5656,3,5,3,2
5657,29,5,3,2
5658,6,1,3,1
5659,3,5,3,2
5660,9,1,3,1
5661,29,5,3,2
5662,1,3,2,1
5663,1,3,2,1
5664,1,3,2,1
5665,29,1,3,1
5666,29,1,3,1
5667,29,1,3,1
5668,11,1,3,1
5669,9,5,3,2
5670,3,5,3,2
5671,3,1,3,1
5672,3,1,3,1
5673,29,5,3,2
5674,9,5,3,2
5675,11,5,3,2
5676,1,7,2,2
5677,11,1,3,1
5678,28,1,3,1
5679,25,1,3,1
5680,3,1,3,1
5681,9,6,3,2
5682,9,6,3,2
5683,1,3,2,1
5684,1,7,2,2
5685,9,6,3,2
5686,9,5,3,2
5687,9,5,3,2
5688,9,2,3,1
5689,9,6,3,2
5690,20,8,1,2
5691,9,1,3,1
5692,9,2,3,1
5693,6,1,3,1
5694,9,1,3,1
5695,6,5,3,2
5696,9,1,3,1
5697,3,1,3,1
5698,29,2,3,1
5699,3,1,3,1
5700,9,1,3,1
5701,3,5,3,2
5702,6,5,3,2
5703,6,1,3,1
5704,6,1,3,1
5705,6,5,3,2
5706,29,5,3,2
5707,29,5,3,2
5708,3,6,3,2
5709,9,5,3,2
5710,3,6,3,2
5711,3,2,3,1
5712,3,5,3,2
5713,6,5,3,2
5714,3,2,3,1
5715,3,6,3,2
5716,3,5,3,2
5717,21,5,3,2
5718,3,5,3,2
5719,18,11,1,1
5720,18,14,1,2
5721,17,14,1,2
5722,6,14,1,2
5723,6,11,1,1
5724,17,14,1,2
5725,18,14,1,2
5726,18,11,1,1
5727,18,11,1,1
5728,16,14,1,2
5729,17,14,1,2
5730,17,14,1,2
5731,18,11,1,1
5732,18,14,1,2
5733,18,11,1,1
5734,18,14,1,2
5735,18,11,1,1
5736,18,14,1,2
5737,18,14,1,2
5738,18,11,1,1
5739,18,11,1,1
5740,3,14,1,2
5741,18,14,1,2
5742,18,14,1,2
5743,18,14,1,2
5744,18,14,1,2
5745,18,11,1,1
5746,18,14,1,2
5747,18,11,1,1
5748,18,11,1,1
5749,18,11,1,1
5750,18,11,1,1
5751,17,14,1,2
5752,17,11,1,1
5753,18,14,1,2
5754,18,11,1,1
5755,18,11,1,1
5756,18,14,1,2
5757,18,11,1,1
5758,17,14,1,2
5759,18,11,1,1
5760,13,12,3,2
5761,1,10,2,1
5762,18,14,1,2
5763,17,14,1,2
5764,18,11,1,1
5765,9,14,1,2
5766,3,14,1,2
5767,18,14,1,2
5768,5,12,3,2
5769,18,14,1,2
5770,17,14,1,2
5771,17,11,1,1
5772,16,11,1,1
5773,17,14,1,2
5774,16,14,1,2
5775,5,11,1,1
5776,18,11,1,1
5777,9,12,3,2
5778,16,11,1,1
5779,18,11,1,1
5780,18,14,1,2
5781,18,14,1,2
5782,18,14,1,2
5783,17,11,1,1
5784,28,11,1,1
5785,18,11,1,1
5786,18,11,1,1
5787,18,14,1,2
5788,18,11,1,1
5789,18,11,1,1
5790,18,14,1,2
5791,17,11,1,1
5792,29,11,1,1
5793,16,14,1,2
5794,21,9,3,1
5795,18,11,1,1
5796,17,14,1,2
5797,9,14,1,2
5798,3,14,1,2
5799,18,14,1,2
5800,18,11,1,1
5801,18,14,1,2
5802,18,14,1,2
5803,18,14,1,2
5804,18,11,1,1
5805,18,14,1,2
5806,18,14,1,2
5807,18,11,1,1
5808,18,11,1,1
5809,18,14,1,2
5810,18,11,1,1
5811,18,14,1,2
5812,18,14,1,2
5813,17,14,1,2
5814,17,11,1,1
5815,18,11,1,1
