"R0000100","R0009600","R0173600","R0214700","R0214800"
6578,11,12,3,2
6579,29,12,3,2
6580,3,12,3,2
6581,11,9,3,1
6582,3,9,3,1
6583,0,9,3,1
6584,-3,9,3,1
6585,29,9,3,1
6586,9,12,3,2
6587,1,13,2,2
6588,11,9,3,1
6589,9,9,3,1
6590,29,12,3,2
6591,29,12,3,2
6592,29,12,3,2
6593,1,10,2,1
6594,1,10,2,1
6595,3,11,1,1
6596,3,10,2,1
6597,1,10,2,1
6598,1,10,2,1
6599,1,13,2,2
6600,1,10,2,1
6601,1,10,2,1
6602,1,13,2,2
6603,1,10,2,1
6604,1,13,2,2
6605,1,13,2,2
6606,1,13,2,2
6607,3,9,3,1
6608,11,9,3,1
6609,6,12,3,2
6610,6,12,3,2
6611,6,12,3,2
6612,6,12,3,2
6613,6,12,3,2
6614,5,12,3,2
6615,5,12,3,2
6616,5,12,3,2
6617,28,10,2,1
6618,3,12,3,2
6619,3,12,3,2
6620,5,9,3,1
6621,23,12,3,2
6622,23,12,3,2
6623,23,9,3,1
6624,23,9,3,1
6625,23,9,3,1
6626,5,9,3,1
6627,6,12,3,2
6628,5,12,3,2
6629,23,12,3,2
6630,23,12,3,2
6631,23,12,3,2
6632,5,9,3,1
6633,3,9,3,1
6634,23,9,3,1
6635,23,9,3,1
6636,23,12,3,2
6637,23,12,3,2
6638,5,12,3,2
6639,23,12,3,2
6640,5,9,3,1
6641,3,12,3,2
6642,1,13,2,2
6643,19,14,1,2
6644,19,14,1,2
6645,1,13,2,2
6646,1,13,2,2
6647,1,13,2,2
6648,1,10,2,1
6649,20,11,1,1
6650,1,10,2,1
6651,19,14,1,2
6652,19,14,1,2
6653,19,11,1,1
6654,19,14,1,2
6655,19,14,1,2
6656,19,11,1,1
6657,19,11,1,1
6658,19,14,1,2
6659,19,14,1,2
6660,19,11,1,1
6661,19,11,1,1
6662,19,14,1,2
6663,19,14,1,2
6664,5,12,3,2
6665,1,13,2,2
6666,3,13,2,2
6667,1,13,2,2
6668,1,13,2,2
6669,1,13,2,2
6670,1,10,2,1
6671,1,13,2,2
6672,1,13,2,2
6673,19,11,1,1
6674,19,14,1,2
6675,19,14,1,2
6676,19,14,1,2
6677,1,10,2,1
6678,1,10,2,1
6679,19,11,1,1
6680,19,11,1,1
6681,12,11,1,1
6682,19,11,1,1
6683,1,13,2,2
6684,1,13,2,2
6685,12,12,3,2
6686,3,12,3,2
6687,12,9,3,1
6688,12,12,3,2
6689,12,9,3,1
6690,12,9,3,1
6691,23,9,3,1
6692,23,12,3,2
6693,21,14,1,2
6694,19,14,1,2
6695,23,12,3,2
6696,23,9,3,1
6697,1,10,2,1
6698,1,10,2,1
6699,28,12,3,2
6700,28,9,3,1
6701,28,9,3,1
6702,2,10,2,1
6703,1,13,2,2
6704,19,14,1,2
6705,19,11,1,1
6706,19,11,1,1
6707,28,13,2,2
6708,20,13,2,2
6709,1,13,2,2
6710,1,10,2,1
6711,19,14,1,2
6712,19,14,1,2
6713,19,11,1,1
6714,22,12,3,2
6715,19,14,1,2
6716,1,10,2,1
6717,1,10,2,1
6718,3,13,2,2
6719,1,10,2,1
6720,1,13,2,2
6721,1,10,2,1
6722,1,13,2,2
6723,1,10,2,1
6724,1,10,2,1
6725,20,14,1,2
6726,19,14,1,2
6727,19,14,1,2
6728,1,10,2,1
6729,1,10,2,1
6730,1,13,2,2
6731,1,13,2,2
6732,1,10,2,1
6733,1,10,2,1
6734,5,13,2,2
6735,4,10,2,1
6736,5,10,2,1
6737,1,14,1,2
6738,7,14,1,2
6739,21,11,1,1
6740,19,14,1,2
6741,19,14,1,2
6742,19,14,1,2
6743,19,11,1,1
6744,19,14,1,2
6745,19,14,1,2
6746,1,10,2,1
6747,1,13,2,2
6748,1,10,2,1
6749,1,13,2,2
6750,1,13,2,2
6751,1,10,2,1
6752,1,13,2,2
6753,1,13,2,2
6754,1,13,2,2
6755,1,13,2,2
6756,1,13,2,2
6757,1,13,2,2
6758,1,13,2,2
6759,1,10,2,1
6760,1,10,2,1
6761,1,13,2,2
6762,1,10,2,1
6763,19,14,1,2
6764,19,11,1,1
6765,19,14,1,2
6766,3,12,3,2
6767,6,12,3,2
6768,19,11,1,1
6769,1,10,2,1
6770,1,10,2,1
6771,1,10,2,1
6772,19,14,1,2
6773,19,14,1,2
6774,20,14,1,2
6775,20,11,1,1
6776,19,11,1,1
6777,20,14,1,2
6778,20,11,1,1
6779,1,10,2,1
6780,1,14,1,2
6781,1,10,2,1
6782,12,9,3,1
6783,4,14,1,2
6784,8,11,1,1
6785,19,11,1,1
6786,19,11,1,1
6787,19,14,1,2
6788,19,14,1,2
6789,19,11,1,1
6790,19,11,1,1
6791,19,11,1,1
6792,19,11,1,1
6793,19,14,1,2
6794,20,11,1,1
6795,15,11,1,1
6796,19,11,1,1
6797,19,14,1,2
6798,19,14,1,2
6799,1,10,2,1
6800,12,11,1,1
6801,12,11,1,1
6802,1,10,2,1
6803,19,11,1,1
6804,19,13,2,2
6805,21,11,1,1
6806,19,11,1,1
6807,19,14,1,2
6808,19,11,1,1
6809,19,11,1,1
6810,19,14,1,2
6811,19,11,1,1
6812,19,14,1,2
6813,1,10,2,1
6814,1,13,2,2
6815,19,11,1,1
6816,19,14,1,2
6817,19,14,1,2
6818,19,14,1,2
6819,1,10,2,1
6820,19,14,1,2
6821,12,9,3,1
6822,12,12,3,2
6823,11,14,1,2
6824,19,11,1,1
6825,19,14,1,2
6826,20,14,1,2
6827,12,9,3,1
6828,19,14,1,2
6829,20,14,1,2
6830,12,12,3,2
6831,2,12,3,2
6832,20,14,1,2
6833,1,10,2,1
6834,1,10,2,1
6835,19,14,1,2
6836,19,11,1,1
6837,1,10,2,1
6838,1,10,2,1
6839,1,13,2,2
6840,0,10,2,1
6841,1,10,2,1
6842,1,13,2,2
6843,1,10,2,1
6844,1,10,2,1
6845,1,13,2,2
6846,1,10,2,1
6847,1,13,2,2
6848,5,14,1,2
6849,1,10,2,1
6850,1,10,2,1
6851,1,10,2,1
6852,9,13,2,2
6853,1,10,2,1
6854,1,13,2,2
6855,1,13,2,2
6856,15,14,1,2
6857,12,11,1,1
6858,1,13,2,2
6859,1,10,2,1
6860,1,10,2,1
6861,1,10,2,1
6862,1,13,2,2
6863,29,10,2,1
6864,1,10,2,1
6865,1,10,2,1
6866,1,13,2,2
6867,1,10,2,1
6868,1,10,2,1
6869,1,13,2,2
6870,1,13,2,2
6871,1,10,2,1
6872,1,10,2,1
6873,1,10,2,1
6874,10,12,3,2
6875,19,14,1,2
6876,3,13,2,2
6877,20,14,1,2
6878,1,10,2,1
6879,1,13,2,2
6880,20,14,1,2
6881,1,13,2,2
6882,28,10,2,1
6883,3,10,2,1
6884,20,11,1,1
6885,20,14,1,2
6886,15,11,1,1
6887,15,14,1,2
6888,20,11,1,1
6889,20,11,1,1
6890,28,14,1,2
6891,28,14,1,2
6892,15,11,1,1
6893,15,14,1,2
6894,11,10,2,1
6895,28,13,2,2
6896,1,10,2,1
6897,1,10,2,1
6898,1,10,2,1
6899,1,10,2,1
6900,1,10,2,1
6901,1,13,2,2
6902,1,10,2,1
6903,1,10,2,1
6904,1,10,2,1
6905,1,13,2,2
6906,3,10,2,1
6907,1,10,2,1
6908,1,10,2,1
6909,1,10,2,1
6910,19,11,1,1
6911,19,11,1,1
6912,1,10,2,1
6913,1,13,2,2
6914,1,10,2,1
6915,6,14,1,2
6916,11,12,3,2
6917,6,12,3,2
6918,11,9,3,1
6919,3,12,3,2
6920,12,12,3,2
6921,12,12,3,2
6922,7,9,3,1
6923,11,12,3,2
6924,11,9,3,1
6925,11,12,3,2
6926,3,9,3,1
6927,3,9,3,1
6928,3,9,3,1
6929,28,12,3,2
6930,1,14,1,2
6931,5,14,1,2
6932,1,13,2,2
6933,1,13,2,2
6934,1,13,2,2
6935,6,9,3,1
6936,3,12,3,2
6937,3,12,3,2
6938,19,11,1,1
6939,19,14,1,2
6940,19,14,1,2
6941,19,11,1,1
6942,19,11,1,1
6943,6,12,3,2
6944,6,12,3,2
6945,6,12,3,2
6946,1,10,2,1
6947,1,10,2,1
6948,1,13,2,2
6949,1,13,2,2
6950,1,13,2,2
6951,19,14,1,2
6952,1,13,2,2
6953,1,13,2,2
6954,17,11,1,1
6955,17,11,1,1
6956,9,12,3,2
6957,9,13,2,2
6958,19,11,1,1
6959,19,11,1,1
6960,19,11,1,1
6961,1,10,2,1
6962,1,13,2,2
6963,3,12,3,2
6964,1,10,2,1
6965,6,12,3,2
6966,1,13,2,2
6967,1,13,2,2
6968,1,13,2,2
6969,1,10,2,1
6970,1,13,2,2
6971,1,13,2,2
6972,1,10,2,1
6973,22,12,3,2
6974,28,9,3,1
6975,6,9,3,1
6976,24,12,3,2
6977,11,12,3,2
6978,11,12,3,2
6979,22,12,3,2
6980,12,12,3,2
6981,11,12,3,2
6982,3,12,3,2
6983,3,12,3,2
6984,11,12,3,2
6985,3,12,3,2
6986,22,12,3,2
6987,22,9,3,1
6988,1,10,2,1
6989,1,13,2,2
6990,1,13,2,2
6991,1,10,2,1
6992,1,13,2,2
6993,1,10,2,1
6994,1,13,2,2
6995,3,13,2,2
6996,1,10,2,1
6997,1,13,2,2
6998,1,10,2,1
6999,1,13,2,2
7000,1,13,2,2
7001,3,9,3,1
7002,1,13,2,2
7003,1,10,2,1
7004,1,10,2,1
7005,1,13,2,2
7006,3,12,3,2
7007,12,9,3,1
7008,1,10,2,1
7009,1,10,2,1
7010,1,10,2,1
7011,11,9,3,1
7012,6,12,3,2
7013,12,9,3,1
7014,3,9,3,1
7015,3,12,3,2
7016,11,12,3,2
7017,3,12,3,2
7018,18,11,1,1
7019,11,12,3,2
7020,6,12,3,2
7021,28,12,3,2
7022,28,12,3,2
7023,28,9,3,1
7024,6,12,3,2
7025,18,11,1,1
7026,6,9,3,1
7027,6,9,3,1
7028,6,12,3,2
7029,5,9,3,1
7030,6,12,3,2
7031,6,12,3,2
7032,5,12,3,2
7033,-2,9,3,1
7034,0,12,3,2
7035,5,9,3,1
7036,3,12,3,2
7037,6,9,3,1
7038,3,12,3,2
7039,3,12,3,2
7040,3,12,3,2
7041,25,9,3,1
7042,-3,12,3,2
7043,6,9,3,1
7044,9,9,3,1
7045,29,12,3,2
7046,17,14,1,2
7047,17,11,1,1
7048,17,14,1,2
7049,3,14,1,2
7050,18,14,1,2
7051,3,12,3,2
7052,3,12,3,2
7053,6,12,3,2
7054,6,14,1,2
7055,6,12,3,2
7056,3,9,3,1
7057,9,9,3,1
7058,6,12,3,2
7059,6,9,3,1
7060,3,9,3,1
7061,3,9,3,1
7062,6,9,3,1
7063,3,9,3,1
7064,3,13,2,2
7065,1,13,2,2
7066,1,14,1,2
7067,1,13,2,2
7068,1,10,2,1
7069,1,10,2,1
7070,1,10,2,1
7071,1,10,2,1
7072,1,10,2,1
7073,1,13,2,2
7074,1,13,2,2
7075,1,13,2,2
7076,1,10,2,1
7077,1,13,2,2
7078,1,10,2,1
7079,1,10,2,1
7080,1,10,2,1
7081,1,13,2,2
7082,1,10,2,1
7083,1,10,2,1
7084,1,13,2,2
7085,1,13,2,2
7086,1,13,2,2
7087,1,10,2,1
7088,1,13,2,2
7089,1,13,2,2
7090,1,10,2,1
7091,1,10,2,1
7092,1,13,2,2
7093,1,10,2,1
7094,1,13,2,2
7095,1,13,2,2
7096,1,13,2,2
7097,1,13,2,2
7098,0,12,3,2
7099,1,10,2,1
7100,1,10,2,1
7101,1,10,2,1
7102,1,13,2,2
7103,1,10,2,1
7104,1,10,2,1
7105,1,13,2,2
7106,1,13,2,2
7107,1,13,2,2
7108,3,9,3,1
7109,3,9,3,1
7110,29,9,3,1
7111,29,12,3,2
7112,9,9,3,1
7113,1,10,2,1
7114,1,10,2,1
7115,1,13,2,2
7116,1,13,2,2
7117,1,10,2,1
7118,1,13,2,2
7119,1,10,2,1
7120,1,13,2,2
7121,1,10,2,1
7122,1,10,2,1
7123,1,13,2,2
7124,1,13,2,2
7125,1,10,2,1
7126,1,13,2,2
7127,1,13,2,2
7128,1,13,2,2
7129,1,10,2,1
7130,1,13,2,2
7131,1,10,2,1
7132,1,10,2,1
7133,1,10,2,1
7134,1,10,2,1
7135,1,10,2,1
7136,1,10,2,1
7137,1,13,2,2
7138,1,13,2,2
7139,1,13,2,2
7140,1,10,2,1
7141,1,10,2,1
7142,1,10,2,1
7143,1,10,2,1
7144,3,14,1,2
7145,9,11,1,1
7146,1,13,2,2
7147,1,13,2,2
7148,1,13,2,2
7149,9,10,2,1
7150,1,10,2,1
7151,1,10,2,1
7152,1,13,2,2
7153,1,13,2,2
7154,1,10,2,1
7155,1,10,2,1
7156,1,13,2,2
7157,1,13,2,2
7158,1,13,2,2
7159,1,13,2,2
7160,1,13,2,2
7161,1,10,2,1
7162,1,10,2,1
7163,1,13,2,2
7164,1,10,2,1
7165,1,10,2,1
7166,1,13,2,2
7167,3,12,3,2
7168,28,9,3,1
7169,29,12,3,2
7170,1,13,2,2
7171,1,13,2,2
7172,1,13,2,2
7173,1,10,2,1
7174,1,13,2,2
7175,1,13,2,2
7176,1,10,2,1
7177,1,13,2,2
7178,1,13,2,2
7179,1,13,2,2
7180,1,13,2,2
7181,1,13,2,2
7182,1,10,2,1
7183,1,13,2,2
7184,1,13,2,2
7185,1,10,2,1
7186,1,13,2,2
7187,1,10,2,1
7188,1,10,2,1
7189,1,13,2,2
7190,1,10,2,1
7191,1,10,2,1
7192,1,13,2,2
7193,6,9,3,1
7194,1,13,2,2
7195,1,10,2,1
7196,1,10,2,1
7197,1,13,2,2
7198,1,13,2,2
7199,1,13,2,2
7200,1,10,2,1
7201,1,13,2,2
7202,28,12,3,2
7203,28,9,3,1
7204,28,9,3,1
7205,28,9,3,1
7206,28,12,3,2
7207,16,14,1,2
7208,17,11,1,1
7209,17,14,1,2
7210,17,11,1,1
7211,1,13,2,2
7212,1,13,2,2
7213,19,11,1,1
7214,17,14,1,2
7215,1,13,2,2
7216,1,13,2,2
7217,1,13,2,2
7218,1,10,2,1
7219,1,10,2,1
7220,1,13,2,2
7221,1,10,2,1
7222,1,10,2,1
7223,1,10,2,1
7224,1,13,2,2
7225,1,10,2,1
7226,1,13,2,2
7227,1,10,2,1
7228,1,13,2,2
7229,1,10,2,1
7230,1,10,2,1
7231,1,13,2,2
7232,1,13,2,2
7233,6,12,3,2
7234,17,11,1,1
7235,17,14,1,2
7236,17,14,1,2
7237,18,14,1,2
7238,17,11,1,1
7239,17,11,1,1
7240,17,11,1,1
7241,17,14,1,2
7242,17,11,1,1
7243,19,11,1,1
7244,19,14,1,2
7245,19,14,1,2
7246,19,14,1,2
7247,19,14,1,2
7248,1,10,2,1
7249,17,14,1,2
7250,1,10,2,1
7251,1,10,2,1
7252,1,13,2,2
7253,1,13,2,2
7254,1,10,2,1
7255,1,13,2,2
7256,1,13,2,2
7257,1,10,2,1
7258,1,13,2,2
7259,1,13,2,2
7260,1,10,2,1
7261,1,10,2,1
7262,1,10,2,1
7263,1,13,2,2
7264,1,13,2,2
7265,1,10,2,1
7266,1,10,2,1
7267,1,10,2,1
7268,1,10,2,1
7269,19,11,1,1
7270,6,9,3,1
7271,1,13,2,2
7272,1,10,2,1
7273,1,10,2,1
7274,1,13,2,2
7275,1,13,2,2
7276,1,13,2,2
7277,1,10,2,1
7278,1,13,2,2
7279,1,10,2,1
7280,1,10,2,1
7281,1,10,2,1
7282,1,13,2,2
7283,1,13,2,2
7284,1,13,2,2
7285,1,13,2,2
7286,1,13,2,2
7287,6,12,3,2
7288,5,12,3,2
7289,12,9,3,1
7290,6,9,3,1
7291,3,12,3,2
7292,15,11,1,1
7293,1,13,2,2
7294,1,10,2,1
7295,1,13,2,2
7296,1,13,2,2
7297,1,10,2,1
7298,1,10,2,1
7299,1,10,2,1
7300,1,13,2,2
7301,1,10,2,1
7302,1,13,2,2
7303,1,13,2,2
7304,1,13,2,2
7305,18,14,1,2
7306,6,9,3,1
7307,28,9,3,1
7308,9,12,3,2
7309,9,9,3,1
7310,29,12,3,2
7311,29,9,3,1
7312,6,12,3,2
7313,17,11,1,1
7314,1,13,2,2
7315,17,11,1,1
7316,17,14,1,2
7317,1,13,2,2
7318,1,10,2,1
7319,1,10,2,1
7320,1,10,2,1
7321,1,10,2,1
7322,1,13,2,2
7323,1,13,2,2
7324,1,13,2,2
7325,1,13,2,2
7326,1,10,2,1
7327,6,12,3,2
7328,6,12,3,2
7329,6,9,3,1
7330,6,12,3,2
7331,3,12,3,2
7332,16,11,1,1
7333,6,9,3,1
7334,3,9,3,1
7335,1,10,2,1
7336,1,10,2,1
7337,1,13,2,2
7338,6,12,3,2
7339,11,12,3,2
7340,3,11,1,1
7341,5,12,3,2
7342,28,9,3,1
7343,3,9,3,1
7344,6,12,3,2
7345,6,12,3,2
7346,28,12,3,2
7347,26,9,3,1
7348,3,12,3,2
7349,3,9,3,1
7350,6,12,3,2
7351,6,12,3,2
7352,3,12,3,2
7353,9,9,3,1
7354,9,9,3,1
7355,9,12,3,2
7356,3,12,3,2
7357,6,12,3,2
7358,3,12,3,2
7359,3,12,3,2
7360,1,13,2,2
7361,17,14,1,2
7362,3,9,3,1
7363,5,9,3,1
7364,9,9,3,1
7365,3,9,3,1
7366,3,9,3,1
7367,5,12,3,2
7368,1,13,2,2
7369,1,10,2,1
7370,1,10,2,1
7371,1,13,2,2
7372,1,10,2,1
7373,1,10,2,1
7374,3,12,3,2
7375,9,12,3,2
7376,6,12,3,2
7377,1,13,2,2
7378,1,13,2,2
7379,1,10,2,1
7380,1,10,2,1
7381,1,10,2,1
7382,1,13,2,2
7383,1,13,2,2
7384,1,10,2,1
7385,1,10,2,1
7386,1,10,2,1
7387,1,10,2,1
7388,1,13,2,2
7389,1,13,2,2
7390,1,13,2,2
7391,1,13,2,2
7392,1,13,2,2
7393,1,13,2,2
7394,1,13,2,2
7395,1,13,2,2
7396,1,13,2,2
7397,1,13,2,2
7398,1,13,2,2
7399,1,10,2,1
7400,1,10,2,1
7401,1,10,2,1
7402,1,10,2,1
7403,1,13,2,2
7404,1,10,2,1
7405,1,13,2,2
7406,3,9,3,1
7407,5,12,3,2
7408,3,12,3,2
7409,3,12,3,2
7410,1,13,2,2
7411,1,10,2,1
7412,6,11,1,1
7413,15,11,1,1
7414,6,12,3,2
7415,3,12,3,2
7416,3,12,3,2
7417,15,11,1,1
7418,15,14,1,2
7419,5,9,3,1
7420,5,12,3,2
7421,19,14,1,2
7422,19,14,1,2
7423,20,14,1,2
7424,3,11,1,1
7425,3,9,3,1
7426,5,14,1,2
7427,5,11,1,1
7428,5,14,1,2
7429,3,9,3,1
7430,18,14,1,2
7431,3,9,3,1
7432,1,13,2,2
7433,1,13,2,2
7434,1,10,2,1
7435,1,13,2,2
7436,1,13,2,2
7437,1,13,2,2
7438,1,13,2,2
7439,1,13,2,2
7440,1,13,2,2
7441,1,13,2,2
7442,1,13,2,2
7443,1,13,2,2
7444,1,10,2,1
7445,1,13,2,2
7446,1,13,2,2
7447,1,13,2,2
7448,1,13,2,2
7449,1,13,2,2
7450,9,12,3,2
7451,1,13,2,2
7452,11,12,3,2
7453,5,12,3,2
7454,1,10,2,1
7455,1,13,2,2
7456,1,10,2,1
7457,1,10,2,1
7458,1,13,2,2
7459,1,13,2,2
7460,1,13,2,2
7461,1,10,2,1
7462,1,13,2,2
7463,1,10,2,1
7464,1,13,2,2
7465,1,10,2,1
7466,1,10,2,1
7467,1,10,2,1
7468,1,13,2,2
7469,1,10,2,1
7470,1,13,2,2
7471,6,11,1,1
7472,19,11,1,1
7473,3,11,1,1
7474,1,10,2,1
7475,1,13,2,2
7476,1,13,2,2
7477,1,13,2,2
7478,1,13,2,2
7479,1,13,2,2
7480,1,13,2,2
7481,1,13,2,2
7482,1,10,2,1
7483,1,10,2,1
7484,1,10,2,1
7485,1,13,2,2
7486,1,10,2,1
7487,1,10,2,1
7488,1,10,2,1
7489,1,13,2,2
7490,1,13,2,2
7491,1,10,2,1
7492,1,13,2,2
7493,1,13,2,2
7494,1,13,2,2
7495,1,10,2,1
7496,1,13,2,2
7497,1,13,2,2
7498,1,13,2,2
7499,1,10,2,1
7500,1,13,2,2
7501,1,13,2,2
7502,1,10,2,1
7503,1,13,2,2
7504,1,13,2,2
7505,1,10,2,1
7506,1,13,2,2
7507,1,10,2,1
7508,1,13,2,2
7509,1,10,2,1
7510,1,13,2,2
7511,1,10,2,1
7512,1,10,2,1
7513,1,13,2,2
7514,1,13,2,2
7515,1,13,2,2
7516,1,10,2,1
7517,1,10,2,1
7518,1,13,2,2
7519,1,10,2,1
7520,1,13,2,2
7521,1,10,2,1
7522,1,10,2,1
7523,1,10,2,1
7524,1,13,2,2
7525,1,13,2,2
7526,1,10,2,1
7527,1,13,2,2
7528,6,9,3,1
7529,3,12,3,2
7530,11,12,3,2
7531,3,14,1,2
7532,3,12,3,2
7533,19,14,1,2
7534,9,11,1,1
7535,12,14,1,2
7536,3,12,3,2
7537,3,12,3,2
7538,6,12,3,2
7539,15,11,1,1
7540,11,11,1,1
7541,15,11,1,1
7542,15,14,1,2
7543,6,12,3,2
7544,12,11,1,1
7545,5,11,1,1
7546,6,12,3,2
7547,1,10,2,1
7548,1,13,2,2
7549,1,10,2,1
7550,1,13,2,2
7551,1,13,2,2
7552,1,10,2,1
7553,11,14,1,2
7554,7,11,1,1
7555,12,11,1,1
7556,15,11,1,1
7557,15,11,1,1
7558,15,14,1,2
7559,12,11,1,1
7560,15,14,1,2
7561,6,11,1,1
7562,15,14,1,2
7563,15,11,1,1
7564,15,11,1,1
7565,5,14,1,2
7566,1,10,2,1
7567,1,10,2,1
7568,1,10,2,1
7569,1,10,2,1
7570,20,11,1,1
7571,15,14,1,2
7572,15,11,1,1
7573,15,14,1,2
7574,15,14,1,2
7575,15,14,1,2
7576,15,11,1,1
7577,1,13,2,2
7578,1,13,2,2
7579,1,10,2,1
7580,1,13,2,2
7581,1,13,2,2
7582,1,10,2,1
7583,1,13,2,2
7584,15,11,1,1
7585,15,14,1,2
7586,15,14,1,2
7587,19,14,1,2
7588,19,11,1,1
7589,15,11,1,1
7590,15,11,1,1
7591,15,14,1,2
7592,15,11,1,1
7593,19,11,1,1
7594,19,11,1,1
7595,19,14,1,2
7596,21,11,1,1
7597,1,13,2,2
7598,1,13,2,2
7599,1,10,2,1
7600,1,13,2,2
7601,15,14,1,2
7602,6,11,1,1
7603,6,14,1,2
7604,3,9,3,1
7605,6,12,3,2
7606,1,13,2,2
7607,3,12,3,2
7608,1,10,2,1
7609,29,12,3,2
7610,9,9,3,1
7611,1,13,2,2
7612,29,13,2,2
7613,1,10,2,1
7614,1,10,2,1
7615,1,13,2,2
7616,1,13,2,2
7617,1,13,2,2
7618,1,13,2,2
7619,1,13,2,2
7620,1,10,2,1
7621,1,10,2,1
7622,1,13,2,2
7623,1,13,2,2
7624,1,10,2,1
7625,1,13,2,2
7626,1,13,2,2
7627,1,10,2,1
7628,1,10,2,1
7629,1,10,2,1
7630,1,13,2,2
7631,11,9,3,1
7632,11,12,3,2
7633,1,10,2,1
7634,1,10,2,1
7635,1,10,2,1
7636,1,13,2,2
7637,1,10,2,1
7638,1,10,2,1
7639,1,10,2,1
7640,1,10,2,1
7641,1,10,2,1
7642,1,13,2,2
7643,1,10,2,1
7644,11,10,2,1
7645,1,13,2,2
7646,1,13,2,2
7647,1,10,2,1
7648,1,13,2,2
7649,1,13,2,2
7650,1,10,2,1
7651,1,13,2,2
7652,1,13,2,2
7653,1,13,2,2
7654,1,10,2,1
7655,1,13,2,2
7656,1,10,2,1
7657,1,13,2,2
7658,1,13,2,2
7659,1,10,2,1
7660,1,13,2,2
7661,1,10,2,1
7662,1,13,2,2
7663,1,13,2,2
7664,1,10,2,1
7665,1,13,2,2
7666,1,10,2,1
7667,1,10,2,1
7668,1,10,2,1
7669,1,13,2,2
7670,1,13,2,2
7671,3,13,2,2
7672,1,13,2,2
7673,1,13,2,2
7674,1,10,2,1
7675,1,10,2,1
7676,1,10,2,1
7677,1,10,2,1
7678,1,13,2,2
7679,1,13,2,2
7680,1,10,2,1
7681,1,13,2,2
7682,1,13,2,2
7683,16,14,1,2
7684,18,14,1,2
7685,1,13,2,2
7686,1,10,2,1
7687,1,13,2,2
7688,1,13,2,2
7689,1,13,2,2
7690,1,10,2,1
7691,1,13,2,2
7692,1,13,2,2
7693,1,13,2,2
7694,1,13,2,2
7695,1,13,2,2
7696,1,10,2,1
7697,1,10,2,1
7698,1,10,2,1
7699,1,10,2,1
7700,1,10,2,1
7701,1,10,2,1
7702,1,10,2,1
7703,1,10,2,1
7704,1,13,2,2
7705,1,10,2,1
7706,1,13,2,2
7707,1,10,2,1
7708,1,13,2,2
7709,1,10,2,1
7710,1,13,2,2
7711,1,10,2,1
7712,1,10,2,1
7713,1,13,2,2
7714,1,10,2,1
7715,1,10,2,1
7716,28,11,1,1
7717,4,11,1,1
7718,29,11,1,1
7719,4,11,1,1
7720,4,11,1,1
7721,20,11,1,1
7722,9,12,3,2
7723,15,11,1,1
7724,8,9,3,1
7725,6,9,3,1
7726,29,9,3,1
7727,9,9,3,1
7728,11,9,3,1
7729,11,12,3,2
7730,3,12,3,2
7731,6,12,3,2
7732,11,9,3,1
7733,18,11,1,1
7734,3,12,3,2
7735,6,12,3,2
7736,-2,12,3,2
7737,3,9,3,1
7738,3,12,3,2
7739,3,12,3,2
7740,3,12,3,2
7741,9,9,3,1
7742,3,9,3,1
7743,3,9,3,1
7744,6,9,3,1
7745,9,12,3,2
7746,3,12,3,2
7747,3,12,3,2
7748,28,11,1,1
7749,20,11,1,1
7750,21,14,1,2
7751,3,12,3,2
7752,9,9,3,1
7753,1,10,2,1
7754,1,13,2,2
7755,29,12,3,2
7756,9,12,3,2
7757,6,12,3,2
7758,29,9,3,1
7759,3,12,3,2
7760,29,14,1,2
7761,3,12,3,2
7762,3,9,3,1
7763,25,9,3,1
7764,11,12,3,2
7765,3,12,3,2
7766,3,9,3,1
7767,9,9,3,1
7768,29,9,3,1
7769,6,9,3,1
7770,3,9,3,1
7771,6,12,3,2
7772,6,12,3,2
7773,1,13,2,2
7774,1,13,2,2
7775,11,12,3,2
7776,11,9,3,1
7777,3,12,3,2
7778,9,9,3,1
7779,3,12,3,2
7780,5,9,3,1
7781,9,12,3,2
7782,6,12,3,2
7783,24,9,3,1
7784,6,9,3,1
7785,29,9,3,1
7786,29,12,3,2
7787,12,11,1,1
7788,18,14,1,2
7789,17,14,1,2
7790,17,11,1,1
7791,21,14,1,2
7792,18,11,1,1
7793,1,10,2,1
7794,1,13,2,2
7795,1,13,2,2
7796,1,13,2,2
7797,1,13,2,2
7798,1,13,2,2
7799,1,10,2,1
7800,1,10,2,1
7801,1,10,2,1
7802,1,13,2,2
7803,1,10,2,1
7804,18,14,1,2
7805,29,11,1,1
7806,1,13,2,2
7807,29,9,3,1
7808,1,10,2,1
7809,1,13,2,2
7810,1,13,2,2
7811,1,10,2,1
7812,1,10,2,1
7813,1,13,2,2
7814,1,13,2,2
7815,3,13,2,2
7816,1,10,2,1
7817,1,10,2,1
7818,1,13,2,2
7819,1,13,2,2
7820,1,13,2,2
7821,6,12,3,2
7822,9,14,1,2
7823,18,14,1,2
7824,18,11,1,1
7825,17,14,1,2
7826,1,13,2,2
7827,1,13,2,2
7828,17,14,1,2
7829,18,14,1,2
7830,18,14,1,2
7831,18,14,1,2
7832,18,14,1,2
7833,18,14,1,2
7834,1,10,2,1
7835,1,13,2,2
7836,1,13,2,2
7837,1,11,1,1
7838,1,14,1,2
7839,1,10,2,1
7840,20,11,1,1
7841,28,14,1,2
7842,18,14,1,2
7843,18,11,1,1
7844,18,14,1,2
7845,1,10,2,1
7846,1,13,2,2
